symbol,tier,listing_days,r2_btc,beta_btc,realized_vol_annual,kurt_trimmed
LABUSDT,junk,209,0.008599454731755206,0.6707646026152289,3.4537779877860753,11.627134410340831
LAUSDT,junk,344,0.05619345822593096,0.7728002968180494,1.393971782755629,5.8500049540454615
LAYERUSDT,trend,457,0.13475925336489372,0.9596090923775881,1.1753118519832637,6.870296115661033
LDOUSDT,trend,1093,0.3664077809641115,1.4063067611156794,1.0862311145320502,4.445820419207078
LIGHTUSDT,junk,229,0.026747014097634525,1.4870741500600133,4.34967370663713,10.650327444987981
LINEAUSDT,junk,255,0.25453246089953646,1.331983316498858,1.2126698788603951,5.098067313810774
LINKUSDT,trend,1093,0.4381862178183947,1.2277630900331113,0.867180960718267,4.484487467912179
LISTAUSDT,trend,693,0.26294843070982676,1.4879258526513577,1.3523335103869056,6.494433431783077
LITEUSDT,junk,29,,,,
LITUSDT,junk,141,0.24508055469664206,1.1742087544981903,1.204313205491087,3.360311209625958
LLYUSDT,junk,184,0.011711227024885827,0.07992293828202145,0.3609460283440494,8.141333118421574
LPTUSDT,trend,1008,0.17671471649543327,1.2793297141918492,1.4473708039468502,9.356512454914288
LQTYUSDT,trend,1093,0.3271524724683607,1.3699220287477776,1.1198123781541176,6.567648299859079
LSKUSDT,trend,751,0.26752153267098194,1.0480710070915635,0.9424018636286086,5.112703199748144
LTCUSDT,trend,1093,0.35747076608935324,0.9240262487890518,0.7225843658597808,6.05940680911123
LUMIAUSDT,trend,570,0.23616882444797996,1.3569820458974717,1.2770660255201671,4.22863110120989
LUNAUSDT,trend,1093,0.20898383184283323,1.1299009585596784,1.1556027082793585,7.809254534671463
LUNCUSDT,whale,1093,0.18576645895464317,1.0272896432907568,1.1143811987247614,10.119641834305629
LWLGUSDT,junk,3,,,,
LYNUSDT,junk,217,0.0016418809175708475,-0.2190755825398037,2.613960094166279,6.409507857239513
MAGICUSDT,trend,1093,0.24192913025059007,1.315119227993576,1.2501023262673516,5.928623562845488
MAGMAUSDT,junk,136,0.018936252086633257,0.594912173306523,2.234014879884221,8.9893190702763
MANAUSDT,trend,1093,0.4253795956803411,1.2094505785343161,0.8670104208648874,4.2400565202197935
MANTAUSDT,trend,841,0.36419030467132846,1.3951483227550014,1.1143495162990402,3.8357227698930934
MANTRAUSDT,junk,71,0.30971665725761516,1.122596381724443,0.7584852119117724,2.8927428370015567
MASKUSDT,trend,1093,0.26909932682495197,1.036704756280907,0.9343795035892364,5.759974284700363
MAVUSDT,trend,1050,0.2528029149433018,1.2652997152978207,1.1787079301702135,4.000818218140959
MCDUSDT,junk,261,0.0004409179832430764,-0.007580239195645713,0.1647948312640369,4.150102040911744
MEGAUSDT,junk,104,0.05319553442615338,0.4489568717212897,1.0840747478243633,5.658235845475611
MELANIAUSDT,trend,479,0.2365617752381336,1.2590911002129472,1.1546254008021304,5.418906635663123
MEMEUSDT,trend,923,0.25601190018136377,1.4684034945821374,1.3991384768910378,6.95786291495317
MERLUSDT,trend,546,0.08096574425572399,1.1747273722060785,1.842925303577715,5.954220038984333
METAUSDT,junk,261,0.11587149353897269,0.25020444327519026,0.3355415431926118,7.494802043349606
METISUSDT,trend,786,0.4695254954559099,1.6399494494784,1.1299576339626693,4.7345483862481474
METUSDT,junk,213,0.12980485025113797,0.9373518484202198,1.23693100376632,4.557979009238101
MEUSDT,trend,520,0.254883991701357,1.209682017503967,1.0706950881956374,5.696736743710643
MEWUSDT,trend,696,0.4297925061980742,1.8093423086393712,1.2841630011428495,4.743399527859624
MINAUSDT,trend,1093,0.35317015796535095,1.257347011977482,0.9892081188328895,4.253820977077328
MIRAUSDT,junk,230,0.25850790653727146,1.1886070081136793,1.1158716370686648,7.8655280489867785
MLNUSDT,whale,409,0.14750077311505136,1.209496574029125,1.358564260865408,12.545203393297017
MMTUSDT,junk,191,0.0835620356617234,0.9356595766587685,1.5727300291346435,8.834351106416465
MOCAUSDT,trend,670,0.19874520686240227,1.269613406824893,1.328478136440581,6.358043289173918
MONUSDT,junk,216,0.09442199830999012,1.0064360413126396,1.5576679397766917,12.0709094019963
MOODENGUSDT,whale,590,0.10703461086122729,1.816720982820239,2.5212145414937677,15.575159789036535
MORPHOUSDT,trend,539,0.2134473815231391,1.4362983030630134,1.3857788698933735,5.292731128785855
MOVEUSDT,trend,521,0.23878052676201575,1.2833541632918186,1.172569484549293,5.943939766397192
MOVRUSDT,trend,736,0.21445941155130388,1.3521998786349216,1.3550684520559257,7.879521309012827
MPUSDT,junk,16,,,,
MRVLUSDT,junk,246,0.14779318093192764,0.4920114761696721,0.5961338956850313,4.906570406011879
MSFTUSDT,junk,234,0.1412550789391017,0.20370915989118507,0.2579205311351952,5.778800497342542
MSTRUSDT,junk,260,0.6622779859344559,1.3237177625409897,0.7439353021777736,4.2855540244590165
MTLUSDT,trend,567,0.4260685597965655,1.0987639928086765,0.7711684499662476,4.485663607931093
MUBARAKUSDT,trend,423,0.18166175507732318,1.640333709479583,1.6566070059349587,4.3012130065960905
MUSDT,junk,315,0.00438733588645377,0.354985052762752,2.329712820621896,10.862318457882308
MUUSDT,junk,92,0.08500273375595294,0.6031708491975187,0.8606080767037383,5.4385512779889025
MYXUSDT,junk,246,0.061014363711557246,1.188939708943443,2.2420204544298676,6.788205068865065
NAORISUSDT,junk,287,0.05039655297944828,1.4659065615170652,2.9274691317128143,8.42053177908702
NATGASUSDT,junk,43,0.04955861141455096,-0.22615005933847823,0.3392351219139688,3.4843121830511787
NBISUSDT,junk,22,,,,
NEARUSDT,trend,1093,0.413675186356866,1.3853244511089897,1.0070389812977627,4.991270795748046
NEIROCTOUSDT,trend,582,0.29107687915938113,1.8610887796336348,1.573754638911693,7.708539695501861
NEOUSDT,trend,1093,0.3792777522174509,1.1846358770166332,0.8993540917333352,4.6930085899948075
NEWTUSDT,junk,324,0.24714893835289625,1.1675095337987986,1.011359853482189,5.717835000968622
NFLXUSDT,junk,36,0.0018636747194021174,-0.05538069699102395,0.41200403827539217,8.485975095766797
NIGHTUSDT,junk,155,0.08847924021079145,0.9071223922630384,1.5007732919144925,10.977503727586777
NILUSDT,trend,416,0.1342976258440357,1.4200881653078785,1.6637027474381176,5.377225992687765
NIOUSDT,junk,3,,,,
NMRUSDT,whale,421,0.1186889983766604,1.1260252556855008,1.4012222941354868,13.400385933036146
NOMUSDT,junk,225,0.06614023406315657,1.1333379524002296,2.106570128939848,15.496035614751177
NOTUSDT,trend,728,0.24083309614411613,1.4134901706432614,1.3296874769675606,6.777217696745737
NVDAUSDT,junk,268,0.13476770814926195,0.3111288666430455,0.38624388904651247,5.528721216630293
NXPCUSDT,junk,364,0.22638532052539884,1.0356393441501006,0.9177920473623151,4.45207094247612
OGNUSDT,trend,1008,0.29669760778325793,1.132253360046895,0.9885992479689466,5.848273096231055
OGUSDT,trend,582,0.02348406492034032,0.38542809045131876,1.147441398279047,7.7907552260954285
OKLOUSDT,junk,16,,,,
ONDOUSDT,trend,778,0.4771902254794793,1.4692925321906587,0.9935030489702334,4.016939454867152
ONEUSDT,trend,1093,0.4407601359676041,1.423262653071414,1.0023246641893555,4.082234189783366
ONGUSDT,trend,758,0.27873360990020046,1.0308501057015413,0.9079118131633906,5.375018465931866
ONTUSDT,trend,1093,0.2806051139362535,1.1222733759336405,0.9905476847007715,7.6409464258586866
OPENUSDT,junk,248,0.17078895620631232,1.1584013634674717,1.302709397883645,4.578656070361451
OPGUSDT,junk,21,,,,
OPNUSDT,junk,81,0.19211544219350218,1.7523038553884498,1.7104608681336917,4.742135185941398
OPUSDT,trend,1093,0.32307707543436226,1.250813639871244,1.0288784120299925,4.496605908964101
ORCAUSDT,whale,524,0.16783551835774868,1.3920627688164833,1.5170093862917293,10.9040529459642
ORCLUSDT,junk,247,0.18365263206155102,0.527997638640992,0.5737386095707404,4.989669912482223
ORDERUSDT,whale,624,0.14943366750819098,1.436730981313228,1.6802276357517456,10.203431212802322
ORDIUSDT,trend,1089,0.2452363480296312,1.819442266168383,1.7199628597913799,8.969449228867823
OXYUSDT,junk,63,0.28056613415880827,-0.6794739990973556,0.46620416712440454,3.5220267447599887
PARTIUSDT,trend,415,0.07782710138142288,1.0949776057119889,1.6871625485828403,9.752194882863398
PAXGUSDT,trend,684,0.03290013910839415,0.09003158055300313,0.23165999710371668,6.192606590281595
PENDLEUSDT,trend,1020,0.37384568224008297,1.4917471405272635,1.154487920390697,4.407817713001475
PENGUUSDT,trend,512,0.3818471505323067,2.0022657470493836,1.4418105941095944,5.1909507499727106
PEOPLEUSDT,trend,1093,0.2354126219403077,1.4814476256643714,1.4275651849706934,7.9022767675353345
PEPEUSDT,trend,1093,0.4357201880510123,1.9144940706345508,1.3560468753473416,7.462355032612885
PHAUSDT,trend,500,0.28680363616901006,1.4269507360572535,1.1890894936804286,5.177901392370863
PIEVERSEUSDT,junk,178,0.017478102569914954,0.7113357965661968,2.6310166325202546,12.116748791066701
PIPPINUSDT,trend,481,0.046276454997586876,1.452247654184582,3.010657566930726,6.188386841255968
PIUSDT,whale,448,0.03940129702839469,0.6539718839821244,1.4920478861046753,15.349767721262715
PIXELUSDT,trend,813,0.24054627219813243,1.4322035309982744,1.4184252971895126,4.6888184519942655
PLTRUSDT,junk,247,0.23473163802386038,0.5493882803511574,0.5280490320057107,5.434581233904915
PLUMEUSDT,trend,477,0.2659178780056559,1.43641437336172,1.2402903371682137,4.956740062353812
PNUTUSDT,trend,549,0.09289564582217817,1.9311970466139872,2.830065754666105,9.9969216591452
POLUSDT,trend,615,0.41674711905558204,1.1835384890130807,0.8284090671293897,4.765904365456723
POLYXUSDT,trend,932,0.28835973100777945,1.2672814429857298,1.1333325521924325,5.981486287608533
POPCATUSDT,trend,656,0.3825511516066684,2.0474280813683823,1.543258116516299,4.342934616539537
POWERUSDT,junk,159,0.0001421674541768272,0.07869850389603901,3.218863787484449,9.026133299275555
POWRUSDT,trend,580,0.45265888541070837,1.1238078265940903,0.7618384691915929,4.0174323074341896
PRLUSDT,junk,43,0.002287566900320613,-0.40404678412624945,2.8210346514935707,9.601322532764524
PROMUSDT,trend,484,0.04312854128745264,0.4802990820946019,1.0316468450707212,6.149795102772289
PROSUSDT,junk,15,,,,
PROVEUSDT,junk,282,0.2589198236087767,1.3160106171406836,1.1667557659489853,9.72458812047666
PUMPUSDT,junk,304,0.30653738141509485,1.761012819375459,1.3930996289697586,3.0362499600636674
PUNDIXUSDT,trend,379,0.23496590107220316,0.9529772143840369,0.8271086335661361,6.2070443016833465
PYTHUSDT,trend,903,0.30884403455372095,1.4373978104792284,1.2461490086320421,4.282572122664461
QNTUSDT,trend,1058,0.2780717714696055,0.8722457545792222,0.7727713492337234,5.188440257200831
QQQUSDT,junk,198,0.33884773375718946,0.23235678612467528,0.19387354544041924,4.78519547376008
QTUMUSDT,trend,1093,0.38445300876344685,1.142591649500322,0.8615766721555033,4.598493216727705
QUSDT,junk,254,0.00712578764093515,0.48058727599832796,2.6168200416695595,13.061591432842063
RAREUSDT,whale,639,0.12880074371864877,1.0850997101090751,1.3725595472105683,17.60352777095778
RAVEUSDT,junk,150,0.014436115607538741,1.424883074929141,5.8901981606997325,20.967695670550103
RAYUSDT,trend,573,0.4213403709985264,1.7073993033203796,1.2011387416204609,3.6725148478585568
RDDTUSDT,junk,198,0.04956266693402627,0.29727090736231865,0.6485456628866751,4.3218048710313175
RECALLUSDT,junk,211,0.09156358714827005,1.026737768067223,1.6168481615205714,6.4841561346044925
REDUSDT,whale,434,0.17725991096018456,1.4034048185683536,1.455848469758943,15.699520085287105
RENDERUSDT,follower,657,0.5293931661867013,1.625646451688425,1.0408313500085038,3.9231694132226833
RESOLVUSDT,junk,338,0.031224622614561715,0.6592018592122557,1.5916118550046618,6.576286902660021
REZUSDT,trend,744,0.2810422473490124,1.5394382345545672,1.350799986243571,5.92529539112043
RIVERUSDT,junk,209,0.0075400403143227575,0.5998417459122893,3.298447619306078,4.404683787409887
RKLBUSDT,junk,35,0.024289035880487184,0.5499604977707918,1.14725696264232,10.912935983738269
ROBOUSDT,junk,76,0.06640377166812737,1.0741169135934023,1.6836517024716893,5.375115620849307
ROSEUSDT,trend,1093,0.3188961559488427,1.2315409918471607,1.0196444218881127,3.949043385159993
RPLUSDT,trend,611,0.28736657578178215,1.3596059619966627,1.1468326913120142,4.090213295468421
RSRUSDT,trend,1093,0.220722450983053,1.4926150084604153,1.4854193159745606,4.634622872786453
RUNEUSDT,trend,1093,0.3858759779312163,1.4254646192277165,1.0728946722519692,4.608363068422107
RVNUSDT,trend,1093,0.3439808715459328,1.1424556268797477,0.9107448259474916,6.718479583525551
SAFEUSDT,trend,566,0.25769360282176423,1.138136052473577,1.0272404104758897,6.143435954799845
SAGAUSDT,trend,765,0.24926346435720614,1.5483465945070416,1.4457177411788766,5.891737814071112
SAHARAUSDT,junk,322,0.066874093972427,0.8444171541790745,1.4098863815076341,10.829696354694036
SANDUSDT,trend,1093,0.3625946155484395,1.283083760949828,0.9962511851400337,4.879000839387299
SANTOSUSDT,trend,563,0.11685759156890424,0.6268332061286367,0.8410947878260124,4.991452220764267
SAPIENUSDT,junk,267,0.037789710714841315,1.2178426328880168,2.8587605984495155,14.790381881540016
SCRTUSDT,trend,539,0.23010855852861084,1.2917477959551051,1.2003448862757773,5.964400559676583
SEIUSDT,trend,1001,0.34030201527732473,1.3873926916861221,1.1294997730566236,5.4978828359239
SENTUSDT,junk,112,0.00022444405488452197,0.03527861385864632,1.291865391574549,8.897937985667062
SFPUSDT,trend,1093,0.2710764182794245,0.7608694554745667,0.6832644082237912,5.2041300251783715
SHELLUSDT,trend,455,0.17687430268269255,1.203113295442363,1.287387276182557,4.081387441506505
SHIBUSDT,trend,1093,0.41750063229792667,1.2560759739238168,0.9088911144489105,6.434099483491514
SIGNUSDT,trend,381,0.07104542520303894,0.7597831545166454,1.196277703954292,8.52860398950582
SIRENUSDT,whale,420,0.002703239841848965,0.5461144365811288,4.49867257088369,32.38420725727778
SKLUSDT,trend,1093,0.2700951847398273,1.2805105845552895,1.1519914869193737,6.522992644038604
SKRUSDT,junk,113,0.00444428637233135,0.3095657383783143,2.536131943040684,16.103753921757054
SKYAIUSDT,whale,366,0.05599510524302426,1.452181990771425,2.5808480588714633,10.855367347414871
SKYUSDT,junk,247,0.37599476604773496,0.965800771692514,0.7334615014124521,3.1728881005327745
SLPUSDT,junk,295,0.37630621058096136,1.2926441068819126,0.9335855931013355,4.5609897691880805
SNDKUSDT,junk,29,,,,
SNXUSDT,trend,1093,0.3037227326548666,1.3245525878463364,1.1237121432773727,4.488268585054633
SOLUSDT,follower,1093,0.5346366907933436,1.3270143428752539,0.8485369424726399,3.724282844076414
SOMIUSDT,junk,262,0.0717445627976648,1.2238047920449906,2.08347326894887,20.020321738146674
SONICUSDT,trend,492,0.30601315370451704,1.2906384078666213,1.0396192619435458,4.3740400524534095
SOONUSDT,junk,356,0.056947155107705406,1.3278141683540023,2.346221726520658,16.348824730777384
SOPHUSDT,junk,351,0.2883674333465388,1.2976487238752275,1.0252780023062356,4.124917681207393
SOXLUSDT,junk,35,0.12377926663554911,1.3915409305642839,1.2858975723670611,3.845159889045363
SOXSUSDT,junk,35,0.13331184167077542,-1.4108926835806481,1.2563017398394594,3.1956833015832853
SPACEUSDT,junk,111,0.03669031537494602,0.921001613350978,2.649760386020161,14.898970408011486
SPELLUSDT,trend,1093,0.22262506199365786,1.137746902311957,1.1274132976233033,8.463289427189377
SPKUSDT,junk,331,0.07560689609479021,1.1796787901199723,1.8412021954197186,14.392050923867465
SPXUSDT,trend,562,0.4312459312504881,2.3342670808098935,1.6279542053994587,3.848989733129112
SPYUSDT,junk,92,0.34206059724750565,0.21706209600223178,0.1543881586210818,4.730429226585541
SQDUSDT,junk,337,0.03943329365609277,0.8582080547715168,1.8455375587035419,9.84716382974429
SQQQUSDT,junk,44,0.27508977736558793,-0.8681558333209488,0.5470258477280795,2.834969265503546
SSVUSDT,trend,1093,0.33242174183686085,1.4141073121777439,1.1467326432608216,4.524456312498717
STABLEUSDT,junk,189,0.07806771042312997,1.0000196215163755,1.740036780428824,4.333236950363555
STBLUSDT,junk,228,0.18295521446197419,1.5038362345115461,1.6821019956619372,5.71680085800506
STEEMUSDT,trend,546,0.2003741135420771,0.9688621850335953,0.9661899136299681,5.521570061255899
STGUSDT,trend,1093,0.24059236154318137,0.9328943490237824,0.8892340063185455,4.696135368208268
STORJUSDT,trend,1093,0.2290786221732762,1.0816649365618807,1.056634991074943,7.346159238067191
STOUSDT,whale,406,0.036653589932732746,0.9345425827647925,2.103263231227258,20.134533658762216
STRKUSDT,trend,813,0.31532649111223554,1.3288957784548034,1.1495073069919692,4.62368192820212
STXSTOCKUSDT,junk,29,,,,
STXUSDT,follower,1093,0.5124717593994493,1.5572435031992202,1.017058834621873,5.01947897179682
SUIUSDT,trend,1093,0.3556069085454586,1.3526904607034163,1.0605663667716962,4.916835587775065
SUNUSDT,trend,629,0.07495646199880925,0.5554607898179489,0.9182835327564018,8.946175234044805
SUPERUSDT,trend,758,0.46759166027353866,1.625877210673308,1.1055978416742518,4.194590424875067
SUSDT,trend,484,0.3998736839181043,1.6405683104866604,1.157269717474707,5.176208979890785
SUSHIUSDT,trend,1093,0.35435884941437995,1.401732619578849,1.1009511674734769,4.886073010033496
SXTUSDT,trend,371,0.22930363540959087,1.2315685165654968,1.076457661386993,4.757121587509429
SYNUSDT,trend,631,0.19018351843882397,1.323186055232404,1.3784339204491798,4.863699424595638
SYRUPUSDT,trend,373,0.2642463957940182,1.2421961845955842,1.0205328956376687,3.8520744167451904
TACUSDT,junk,303,0.05910367482760013,0.836275839452067,1.5078374408445392,5.339132532661312
TAGUSDT,junk,293,0.037079458284380085,0.8434023217584696,1.9469518984663365,6.9908130735845875
TAIKOUSDT,trend,701,0.35244155988331877,1.1533243137204716,0.9014555343531817,4.127819094730623
TAOUSDT,trend,763,0.4137933333302946,1.4872160647497712,1.07857070292156,3.6377662515004143
THETAUSDT,trend,1093,0.44356820704892796,1.3830082235222283,0.9708878700740522,4.594911785171132
THEUSDT,trend,533,0.14440950394488955,1.2360355827058853,1.4466268836657925,4.750490952895871
TIAUSDT,trend,925,0.25776138450856617,1.323855222929277,1.2560627874981014,5.361345851059523
TLMUSDT,trend,1093,0.34145196442484466,1.1852944982944786,0.9483878437670253,4.0792084301589275
TNSRUSDT,trend,766,0.055681276072239085,1.179817557384831,2.332439349830703,5.715273991539781
TONUSDT,trend,1093,0.24659561994702694,0.8316034678927102,0.7829754236156018,6.34689042555009
TOSHIUSDT,trend,472,0.3086387565870536,1.7638797180994192,1.419764470209237,9.479310165600474
TOWNSUSDT,junk,282,0.26547125503206664,1.2990980026947248,1.137460640097484,4.165244656624069
TQQQUSDT,junk,44,0.2843833272631623,0.9104412707763614,0.5642184152466587,3.350794524103909
TRADOORUSDT,junk,27,,,,
TRBUSDT,trend,686,0.30211168621529616,1.4333036430960635,1.2160312808767777,7.55015719954208
TREEUSDT,junk,289,0.2489348793937466,1.2022829495087741,1.0774763773449296,4.184979057557942
TRIAUSDT,junk,97,2.4920902118874524e-05,-0.024598899971726505,2.0359121359335304,2.845849428140195
TRUMPUSDT,whale,481,0.1941544813929817,1.249385246334011,1.264513245121589,12.458256495997865
TRUSTUSDT,junk,190,0.015730852034982742,0.875623154652031,3.3926748721942426,8.809660382362987
TRXUSDT,trend,1093,0.04974131612440359,0.33130445551370186,0.6945334360208659,5.494769185553026
TSLAUSDT,junk,268,0.15780300467134212,0.3876724485022672,0.4447557165495467,3.768600566438816
TSMUSDT,junk,73,0.2346526599604209,0.5387919271763361,0.44093834825389344,4.183121852121364
TURBOUSDT,trend,694,0.3336506730570646,1.9317995567622706,1.5575508455005556,7.45726797183387
TUSDT,trend,638,0.326638691468275,1.0389217456429982,0.8246765025133872,4.190611048779186
TUTUSDT,trend,421,0.047208915128679675,1.2078054409783554,2.3831375573715405,7.161826243352955
UAIUSDT,junk,189,0.004484129875656544,0.5377487218428132,3.9041448618862375,11.579257665189544
UBUSDT,junk,244,0.009725686690828765,0.45647501510287464,2.1630263899226647,10.375072996040108
UMAUSDT,trend,566,0.31281795324890305,1.2179513042187806,0.9977318210555631,5.029137459458226
UNHUSDT,junk,184,0.07062888702378083,0.214823144429594,0.3950589575221574,9.841733206938791
UNIUSDT,trend,1093,0.33616532053017106,1.277846458694573,1.0304495579132884,7.8928026563536955
USARUSDT,junk,3,,,,
USDCUSDT,stable,1093,0.06586162893555156,-0.0032907516131815413,0.005995196012130231,4.31068683966482
USELESSUSDT,junk,304,0.3035428382078433,2.7201564451954385,2.1624459833749667,4.208110514626451
USTCUSDT,trend,456,0.17539788018157595,1.0861350233946219,1.1661892797306292,5.371896522653994
USUALUSDT,trend,512,0.1935690751316935,1.4270686940708837,1.4433051556185108,6.836426457155661
USUSDT,junk,153,0.006569721752796302,0.24871905282059228,1.5155767532874054,3.7995357290158553
VANAUSDT,trend,514,0.19443577095746167,1.1267488866031625,1.141054615899315,5.843284376925805
VANRYUSDT,trend,784,0.41979246987042934,1.61721096550588,1.1674467138314892,3.6597520100368444
VELODROMEUSDT,trend,517,0.36342143699868545,1.4823442107824158,1.0971071069063811,4.278424263411283
VELVETUSDT,junk,303,0.004198336110734774,0.2549176853672092,1.7245412207774857,9.657559943817889
VETUSDT,trend,1093,0.4483239313211525,1.2351531445688593,0.8624806598823065,4.520874725938029
VIRTUALUSDT,trend,559,0.3095427418356337,2.0270418935626577,1.6705015363781395,5.313996687566986
VRTUSDT,junk,1,,,,
VTHOUSDT,trend,477,0.35838585909757154,1.174773607904624,0.873767998700889,6.041887879069645
VVVUSDT,trend,471,0.21500351201502318,1.7661463637429269,1.7048915720420141,5.435537206512923
WALUSDT,trend,413,0.3938627926490267,1.5781493056988953,1.0834194642833155,4.945643809283481
WAXPUSDT,trend,938,0.39700771497261206,1.0820246962006166,0.8306100893813023,4.187796119258691
WCTUSDT,trend,394,0.1147860417060077,1.154878914478337,1.4292882089148686,9.609326001433558
WETUSDT,junk,155,0.13005129335917026,1.1879447454529888,1.6210962460148244,5.457833343320857
WIFUSDT,trend,796,0.41859368415576265,1.9303154623279284,1.4245888552006278,4.350385279001054
WLDUSDT,trend,1024,0.2562780295364955,1.4567851092467328,1.3590875917183018,5.370611849140198
WLFIUSDT,junk,264,0.15816357408225296,0.9806427399841771,1.1241504914605418,8.039248042414153
WMTUSDT,junk,73,0.006304298035280123,0.044227935711266674,0.22082479364564672,4.482875293517771
WOOUSDT,trend,1093,0.4298836608578874,1.4639411187984874,1.0439330757064602,3.6205661944304213
WUSDT,trend,770,0.3709015478838755,1.5000318495109077,1.147838214758845,3.9169649024679103
XAGUSDT,junk,127,0.17874363099922258,0.7306679016715848,0.9144033398232109,15.64505012562575
XAIUSDT,trend,850,0.3172963588005536,1.4165264327079434,1.2103147600196673,4.505877531425584
XANUSDT,junk,226,0.11687521407748243,1.308573522986617,1.8367325265067826,8.815972084965242
XAUTUSDT,trend,406,0.05253023897182223,0.1428236309711961,0.2685024016857088,6.978842661291827
XAUUSDT,junk,152,0.11186151169490877,0.23950631127841301,0.3548560547217338,6.29713244845421
XLMUSDT,trend,1093,0.2465248183357555,0.9949876909033055,0.9369402630449458,7.971373066947848
XMRUSDT,junk,184,0.2739767544778025,0.9397661256270227,0.8774754078407367,7.107083769056338
XOMUSDT,junk,63,0.2004745343936236,-0.40648701740652954,0.3299423059197199,4.150912199989355
XPDUSDT,junk,104,0.2762049486729366,0.4553724129849895,0.48255095827219463,4.611428663764105
XPINUSDT,junk,244,0.016476857953761363,0.7388571096464499,2.689850863919774,15.31481860771305
XPLUSDT,junk,261,0.13029303414505722,1.4186944996013173,1.794187671875081,7.577492996470165
XPTUSDT,junk,104,0.3047495499828995,0.5733115585082208,0.5783774528125953,5.8728369275628545
XRPUSDT,trend,1093,0.3145108934782414,1.0527975112906052,0.8777109598142896,8.522489192561611
XTZUSDT,trend,1093,0.3477858214945379,1.0556387744828861,0.8369199402081634,5.088920959140406
XVGUSDT,trend,1043,0.20053300747701652,1.2952276385411028,1.3581747970652482,7.6478999214667684
XVSUSDT,trend,736,0.3448860335747654,1.1299103517038878,0.8928923054535318,4.8145067844918765
YBUSDT,junk,215,0.08619947212924588,0.8445616697893259,1.369645596791483,4.745187219658889
YGGUSDT,trend,1011,0.30615991703093076,1.443265933418262,1.2391251277214694,4.454184975143611
ZAMAUSDT,junk,101,0.026192136171110075,0.38805389292599707,1.3132440472144584,4.8259719685761215
ZBTUSDT,junk,209,0.05288747586032801,0.8593363127059155,1.7842121089566731,19.397436341731193
ZECUSDT,junk,210,0.21608923337682368,1.4136630349407646,1.4498648365630848,3.59578270911768
ZENUSDT,trend,493,0.26848335448433797,1.4388693039662144,1.242208861528927,5.641790986353751
ZETAUSDT,trend,829,0.28892412811078527,1.317673951639239,1.1863690623895466,5.193138235787907
ZILUSDT,trend,1093,0.46089860214113626,1.1813351445568947,0.8135700392614681,4.534964545373871
ZKCUSDT,junk,241,0.12910887636951582,1.0271359202442267,1.3440596053384957,8.797409966285112
ZKPUSDT,junk,144,0.03976574625481004,0.7051445768336901,1.7779244213206706,18.022624152264864
ZKUSDT,trend,696,0.2957059082436222,1.4523956053413796,1.242749963604211,4.0595674939307775
ZORAUSDT,whale,386,0.0882885765491619,1.3110925282168189,1.841409554410728,11.606159732149308
ZROUSDT,trend,693,0.3318785938376402,1.4053814784449785,1.1369527508736597,5.747226703511044
ZRXUSDT,trend,1093,0.28653281317308077,1.1712984919720753,1.0230689879058181,5.426892901583182
龙虾USDT,junk,62,0.10667939396322623,1.5924785456736312,1.7858250524444501,2.9150656922648857
