wick,bars,angle,1h_mean,1h_med,1h_win,6h_mean,6h_med,6h_win,24h_mean,24h_med,24h_win,72h_mean,72h_med,72h_win,n,168h_mean,168h_med,168h_win
W_low ≤1%,1-3,Q5 steepest,0.019370020341200028,0.015268251926900012,0.5,0.03206301053243163,0.0365452755629494,0.75,0.08815140702364026,0.12574595055413473,0.6666666666666666,0.07413973763917303,0.019181585677749302,0.6666666666666666,3,0.15876924406606432,0.18158567774936052,0.6666666666666666
W_low ≤1%,1-3,Q4,0.0031735524949254657,-0.0023539377084377255,0.5,-0.004012597041097751,-0.008567075869629459,0.35714285714285715,0.005639676434901494,0.002970177126111251,0.5,0.02557969854897036,0.010383431019523437,0.5,14,0.058143140632832165,0.041728923032602894,0.5714285714285714
W_low ≤1%,1-3,Q3 median,-0.001295622311549304,-0.006864731037587224,0.38461538461538464,-0.009093858042474414,-0.007554137988920573,0.38461538461538464,-0.04067125654962479,-0.03750438135296186,0.15384615384615385,-0.0481403727171389,-0.03384912959381048,0.15384615384615385,13,0.005528006689561096,-0.05077369439071566,0.3076923076923077
W_low ≤1%,1-3,Q2,0.0009309617826387651,0.008098679292300126,0.5384615384615384,-0.011631869226318016,-0.011980267794221233,0.3076923076923077,-0.03500334037930627,-0.01906817772980751,0.23076923076923078,0.0017813680977996577,0.007969364520803213,0.5454545454545454,8,-0.06710814332044268,-0.07260074736274941,0.375
W_low ≤1%,1-3,Q1 flattest,0.0030934396954736356,0.002667669663173722,0.5,-0.012942883041723446,-0.0065436960620675055,0.3333333333333333,-0.0300046285908117,-0.03939722024852088,0.25,-0.05341964240755052,-0.07581761519103908,0.25,12,-0.0794226942415512,-0.11551409450361189,0.3333333333333333
W_low ≤1%,4-6,Q5 steepest,-0.004890348418223535,-0.009067612922429746,0.3125,0.016262994212824157,0.0030080847103014507,0.5625,0.05155390337830344,0.005680081084540989,0.5625,0.04041696959871377,-0.027248415594784914,0.4375,16,0.04833062021953301,0.004102636896632206,0.5
W_low ≤1%,4-6,Q4,-0.0014130346819851759,0.0015172216122564253,0.55,0.0006413899132383993,-0.0011422047534803137,0.4,0.015643754587245307,-0.009417872140689676,0.45,0.06223388808418737,0.008599343430804096,0.5,19,-0.014279448363401729,-0.05457487496322433,0.42105263157894735
W_low ≤1%,4-6,Q3 median,-0.0006193546431454025,0.00409845280633947,0.6428571428571429,0.009395429206606742,0.0041306734832742276,0.5714285714285714,-0.017206975633762518,-0.001352346327117171,0.5,0.006004041885768557,-0.015531490288303251,0.4642857142857143,27,-0.009171113361201631,-0.054748603351955305,0.3333333333333333
W_low ≤1%,4-6,Q2,-0.008058749276074379,-0.0037007826930627874,0.38461538461538464,-0.0031763156217630107,-0.01768003442648236,0.38461538461538464,-0.009348967774229743,-0.00651397519339364,0.46153846153846156,0.011034091186169688,-0.012892555754569712,0.46153846153846156,26,0.07366387301991645,0.03220178372352278,0.6923076923076923
W_low ≤1%,4-6,Q1 flattest,0.003334610373481628,0.0057432416695173405,0.65,0.00567390655891708,0.007223974020232449,0.65,0.025439048999014023,0.008133254139814805,0.5,-0.015167661464113708,-0.028509837557194162,0.4,20,0.02216007867021182,-0.12105367735375716,0.3
W_low ≤1%,7-10,Q5 steepest,-0.0042420908235930145,-0.004871338223872923,0.4,-0.0211128158156224,-0.014426573066947057,0.26666666666666666,-0.012688394359353558,-0.0335923679948798,0.3,-0.00993128354942137,-0.020083468168634766,0.43333333333333335,30,-0.026580932660557433,-0.03842198116752743,0.36666666666666664
W_low ≤1%,7-10,Q4,-0.002371244283906234,0.0008244023083265883,0.5555555555555556,-0.006031981504172363,-0.004182156133829107,0.4,-0.03634995530615672,-0.031227038941954333,0.3333333333333333,-0.010560558659250202,-0.014146341463414758,0.4444444444444444,45,-0.05391844311392298,-0.031612155549832766,0.4444444444444444
W_low ≤1%,7-10,Q3 median,-0.004045273605377331,0.0001599232368463266,0.5,-0.004481811396539289,-0.0087269183951178,0.3333333333333333,-0.007010237978450055,0.00024215228784452147,0.5,-0.021659803836430302,-0.012637598177732301,0.43333333333333335,29,-0.04355829995867953,-0.032148900169204686,0.4482758620689655
W_low ≤1%,7-10,Q2,-0.0023162041419466555,-0.00507520528122557,0.3695652173913043,0.001902276592981912,2.1139529719660377e-05,0.5,-0.010764826838339353,-0.016971857281039282,0.2826086956521739,-0.043301733366081,-0.09832659247684733,0.2826086956521739,46,-0.06781175743660706,-0.09932702599266624,0.1956521739130435
W_low ≤1%,7-10,Q1 flattest,-0.00216890267583989,-0.0031613328936428986,0.4666666666666667,-0.017446436479222872,-0.010321906664089886,0.36666666666666664,-0.013781545382801337,-0.03254373646927111,0.26666666666666666,-0.025825709692361164,-0.04051006920146183,0.3793103448275862,27,-0.036158021660864334,-0.05591851071303122,0.37037037037037035
W_low ≤1%,UNTCH,(fr i+10),-0.006213180441318008,-0.01117688846791387,0.2711864406779661,-0.01625177349968329,-0.008964213180194691,0.3389830508474576,-0.013843087538320057,-0.02063599458728005,0.288135593220339,-0.0928633929780154,-0.11458784779405384,0.2033898305084746,59,-0.10328211571125766,-0.14601055238505434,0.1694915254237288
W_mid 1-5%,1-3,Q5 steepest,-0.023576988642606867,-0.014838652006793573,0.23529411764705882,-0.017303568946483674,-0.016284808778764592,0.4117647058823529,-0.059888391814964234,-0.04086403249253068,0.35294117647058826,-0.05354519927514771,-0.022770058269834026,0.4117647058823529,17,-0.0646402759537155,-0.06997639533998334,0.29411764705882354
W_mid 1-5%,1-3,Q4,-0.008627331648742964,-0.009370551953186701,0.35294117647058826,-0.009923871575508133,-0.011260158621364758,0.47058823529411764,0.015217009866231083,-0.0071108362961816995,0.47058823529411764,0.03819209390298649,0.005733038114818845,0.5882352941176471,16,0.05590995351387875,-0.08440365479496426,0.3125
W_mid 1-5%,1-3,Q3 median,-0.0068815306556160695,-0.005521811154058587,0.47058823529411764,-0.017865373187223497,-0.0012330456226880004,0.47058823529411764,-0.021594446428797036,-0.020357970458196317,0.4117647058823529,-0.028368232890563037,-0.023768777334093993,0.35294117647058826,17,-0.02096156620313718,-0.027127003699136898,0.4117647058823529
W_mid 1-5%,1-3,Q2,-0.005026987591349486,-0.003161698283649539,0.43478260869565216,-0.0029464810473636767,-0.0014563106796116054,0.43478260869565216,-0.007983014896116032,-0.015533980582524198,0.4782608695652174,0.013325050779569865,-0.04470834788683209,0.34782608695652173,23,0.056831564231439716,-0.06809360097593442,0.34782608695652173
W_mid 1-5%,1-3,Q1 flattest,0.0004920080173002606,-0.009220073611583668,0.3888888888888889,-0.01373110168725511,-0.006739355656935508,0.3888888888888889,-0.01206506242746815,-0.02277451699682076,0.3888888888888889,-0.07354975772600075,-0.0654794556872817,0.2777777777777778,18,-0.06667853104511555,-0.05702863477309705,0.2222222222222222
W_mid 1-5%,4-6,Q5 steepest,0.013311092141019665,0.012119297132891393,0.5952380952380952,0.011638095132788679,0.0005843396961433545,0.5,0.027458333615138154,-0.010200285882588145,0.4523809523809524,0.04891753742058495,-0.0013067624959163249,0.4634146341463415,41,0.12642595101486398,-0.05281385281385276,0.43902439024390244
W_mid 1-5%,4-6,Q4,0.005890307931256028,0.006412824654713489,0.5909090909090909,0.023830619187064875,0.006712112456946473,0.5681818181818182,0.030106279961068173,0.01422987297219691,0.5909090909090909,0.044136036883660176,-0.012300648395699276,0.38636363636363635,44,0.03668557993786528,-0.02209983050494496,0.4318181818181818
W_mid 1-5%,4-6,Q3 median,0.0014502756219678793,0.004563770900851805,0.5277777777777778,-0.008215438119095404,-0.006870155153554269,0.4166666666666667,-0.029218964103977188,-0.026675829201334655,0.3611111111111111,-0.048455111494274,-0.0414131169709262,0.22857142857142856,35,-0.06809164009620915,-0.06970509383378021,0.2571428571428571
W_mid 1-5%,4-6,Q2,0.00019616294033245328,-0.002168893096827329,0.475,0.018838790159963446,0.0016035011651927,0.55,0.0101610019067718,-0.026776617968393535,0.35,0.013287420927377813,-0.04211994356335663,0.35,39,0.0015909433509668069,-0.05870020964360567,0.4358974358974359
W_mid 1-5%,4-6,Q1 flattest,-0.00012332481648118286,-0.003948042046194478,0.42,0.008203176850093892,-0.004646629473153474,0.42,0.036591718405114416,-0.017243594053243994,0.4,0.04505074450136221,-0.02353589469767775,0.36,49,0.07377216649231833,-0.01452135908642338,0.4897959183673469
W_mid 1-5%,7-10,Q5 steepest,-0.0015329377542356378,0.000298552022689913,0.5094339622641509,0.0011886523963164752,-0.008885729518393504,0.4339622641509434,-0.01807274758424574,-0.029712288249529317,0.33962264150943394,-0.029001310620387792,-0.02291958953075679,0.38461538461538464,52,-0.036317510307347985,-0.04411118041945067,0.36538461538461536
W_mid 1-5%,7-10,Q4,0.00190990651716029,0.0009330459122938173,0.5319148936170213,0.01069131615519908,-0.0027440843109961532,0.425531914893617,0.005483765337483505,-0.032154340836012874,0.3404255319148936,0.004342433505595525,-0.052689036951821144,0.34782608695652173,45,-0.020265249672215765,-0.061029879211697335,0.3111111111111111
W_mid 1-5%,7-10,Q3 median,0.0019928329440703735,-0.002901748416010208,0.43103448275862066,0.0008252134076275647,-0.009728697840828804,0.3620689655172414,-0.01594911111463293,-0.022106336403754978,0.3793103448275862,0.005036630507877312,-0.033152627189324435,0.38596491228070173,57,-0.013596230520814856,-0.065299595929039,0.38596491228070173
W_mid 1-5%,7-10,Q2,-0.0086534120987872,-0.010088001717106665,0.2978723404255319,-0.005858722801300672,-0.0016354016354016565,0.44680851063829785,-0.02280913690556616,-0.03508771929824561,0.2978723404255319,-0.05558285019756857,-0.07406387665198233,0.2765957446808511,46,-0.040876962738707084,-0.11231349885831016,0.2826086956521739
W_mid 1-5%,7-10,Q1 flattest,0.00022215941951264268,-1.3461021127092465e-05,0.5,0.012584796452404512,0.002271932585926284,0.55,-0.016894257922803742,-0.03296501007745822,0.4,-0.020465606565495103,-0.04076557945414466,0.4,60,-0.01582667549145898,-0.06721842389348676,0.36666666666666664
W_mid 1-5%,UNTCH,(fr i+10),-0.005682118579228761,-0.0033303779129945643,0.4444444444444444,-0.02756835973274869,-0.010857726916000676,0.42592592592592593,-0.0018781470537780755,0.003994738120889463,0.5185185185185185,-0.003686892165693522,-0.030523611506967363,0.4074074074074074,53,0.01764391494849123,-0.05969520331483957,0.41509433962264153
W_high >5%,1-3,Q5 steepest,0.05189965416267538,0.010256823292088546,0.5555555555555556,0.07617788739026442,0.022939524285344404,0.6666666666666666,0.11949092201026328,-0.008840114695195744,0.5,0.19771985741836112,0.01736425520832352,0.5555555555555556,17,0.012901745194831246,-0.09561659848042092,0.4117647058823529
W_high >5%,1-3,Q4,0.000443651576458301,-0.013989190219334757,0.375,0.019788870998016794,-0.0006724400485203508,0.5,-0.05604919758614581,-0.059345131312861954,0.25,-0.12915798445180454,-0.10620255508448717,0.0,8,-0.19377272667870743,-0.16011138398410096,0.0
W_high >5%,1-3,Q3 median,0.003046106872849847,0.0007616146230009502,0.5555555555555556,-0.030761885862526026,0.004052958659821693,0.5555555555555556,-0.08771265752146779,-0.015626319790522758,0.4444444444444444,0.020687231314120993,-0.03850644006813264,0.3333333333333333,9,0.0956733910153654,0.16518344146523511,0.6666666666666666
W_high >5%,1-3,Q2,0.009349334294108077,0.012966709582490354,0.6666666666666666,0.025472557692068094,0.0,0.3333333333333333,-0.04168445151295789,-0.07863906275076238,0.3333333333333333,-0.03366088693897048,-0.04502507873556505,0.3333333333333333,2,0.07987477141053967,0.07987477141053967,0.5
W_high >5%,1-3,Q1 flattest,0.004165847387999164,0.0007065473386718146,0.6666666666666666,-0.007923606297070538,-0.013711520365640495,0.2222222222222222,-0.008829293748665023,0.002081706999739863,0.5555555555555556,0.0073097388664767156,0.041725778185763174,0.7777777777777778,9,0.0038088315084287994,0.006049200161312163,0.5555555555555556
W_high >5%,4-6,Q5 steepest,-0.003865775720001428,-0.0011510791366907691,0.47368421052631576,0.06821956124358011,0.0029476787030213725,0.5263157894736842,0.15326254360022717,-0.0003749531308585574,0.47368421052631576,0.1404313546195616,-0.0020697505950532102,0.47368421052631576,19,0.3114548653417323,0.06014310578224724,0.6842105263157895
W_high >5%,4-6,Q4,0.0073756889517860675,0.003769511691482208,0.5833333333333334,0.00874274687427018,-1.146368866417058e-05,0.5,-0.005362056665759997,-0.001254155021403136,0.5,-0.019963726373020334,-0.038739971976666954,0.3333333333333333,12,-0.057956629257498365,-0.09267504285794476,0.3333333333333333
W_high >5%,4-6,Q3 median,0.015998069703677748,0.003201138243723478,0.5833333333333334,-0.008534035558844142,-0.01446956762697843,0.3333333333333333,0.0014382175444458134,0.0032959076505950646,0.5833333333333334,0.010821572403483554,0.01209395180672923,0.5833333333333334,12,-0.005994614828138216,0.006158575090273399,0.5833333333333334
W_high >5%,4-6,Q2,-0.002690046872713803,-0.005657822674627777,0.3,-0.004756449167624988,0.007813024989547945,0.6,0.03467148535516791,-0.0002483705408914405,0.5,0.042393267896632836,0.01450756035867301,0.5,10,0.22813333748924142,-0.011033187148910939,0.5
W_high >5%,4-6,Q1 flattest,-0.0064185892777756425,0.0025396496320098105,0.5714285714285714,0.01962399888764269,0.005061460592913791,0.7142857142857143,0.058974271481813494,0.03187519436094122,0.5714285714285714,-0.034033881076954216,-0.005750798722044759,0.42857142857142855,7,0.024563040386401398,-0.12284834209095852,0.2857142857142857
W_high >5%,7-10,Q5 steepest,0.014246595083611834,0.00794124377242933,0.6363636363636364,0.019322152481259167,0.007522883226196875,0.5454545454545454,0.009108987490227911,-0.023041907241782678,0.4090909090909091,0.040595736445459135,0.011821490576291449,0.5454545454545454,21,-0.07290402710589163,-0.10412231468937505,0.38095238095238093
W_high >5%,7-10,Q4,-0.009459250777775402,-0.011336423511126514,0.16666666666666666,-0.02018177679182694,-0.034992273472575386,0.25,-0.07026460135054985,-0.05724617911398572,0.08333333333333333,-0.11281157444354005,-0.09085907710462138,0.25,12,-0.1489205383899336,-0.14752552733272856,0.25
W_high >5%,7-10,Q3 median,-0.0008421129379083542,-0.003077419297723316,0.375,-0.007593426943593266,-0.0039431329406641735,0.5,-0.010239431697011955,-0.025640830824827487,0.375,-0.057144882589008794,-0.03116695425546656,0.375,16,-0.013168778726809952,-0.018299388190742172,0.4375
W_high >5%,7-10,Q2,0.01348759207903208,-0.006189948263118916,0.45454545454545453,7.402764985457596e-05,-0.01680672268907557,0.36363636363636365,0.015226555053044023,0.03138627336610833,0.5454545454545454,0.09312874367233434,0.08107657695192061,0.5454545454545454,11,-0.010039501523633521,-0.17649440021589524,0.36363636363636365
W_high >5%,7-10,Q1 flattest,-0.005303364780689201,-0.0057197330791228795,0.4666666666666667,0.04271689556344989,-0.0006355258976802336,0.4666666666666667,0.06289400440510959,0.0006355258976804556,0.5333333333333333,-0.001101622239069939,-0.05483385851496181,0.35714285714285715,13,0.15832004179782674,0.027479604980678474,0.5384615384615384
W_high >5%,UNTCH,(fr i+10),0.003206015595972385,0.007686676427525629,0.6,-0.02684663373126915,-0.04377017430600394,0.3333333333333333,-0.07371566366451998,-0.0827081926026001,0.26666666666666666,-0.06721520544635563,-0.13781171042513463,0.26666666666666666,15,-0.08771015474243393,-0.17146546158812137,0.13333333333333333
